TradeQ,Size,BuildYear,Distance,Reform,Price
1,60,2005,11,0,35
1,65,2005,11,0,35
3,80,1999,15,0,26
2,70,2003,18,1,33
4,60,1980,14,0,23
3,65,1980,14,0,19
3,25,1991,13,0,5
2,55,1999,19,0,19
3,65,1995,20,1,28
4,45,1977,2,0,11
2,15,1992,1,0,12
2,15,1992,1,0,12
2,15,1992,1,0,12
2,15,1992,0,0,11
2,15,1992,0,0,12
2,15,1992,1,1,11
2,15,1992,1,0,11
1,70,1988,3,0,35
2,50,1996,16,1,29
4,65,2000,10,0,30
4,20,2018,7,0,22
4,15,1987,10,0,6
4,15,1987,10,0,4.8
4,25,1990,9,0,9.9
4,70,2002,11,0,34
4,55,1980,4,0,19
4,50,2007,8,0,30
3,70,2006,10,1,45
3,70,1992,9,1,32
3,25,1990,6,0,12
3,45,1985,5,1,25
3,70,2007,4,0,43
3,85,1997,15,0,36
2,50,1980,4,1,26
2,35,1983,4,1,20
2,25,2012,8,0,16
2,25,2012,8,1,16
2,50,2006,8,0,31
2,40,1993,12,0,18
2,55,2013,5,0,30
2,40,2021,1,0,38
1,25,2012,8,0,19
1,55,2005,4,0,27
1,40,1991,10,1,22
1,65,2001,3,0,34
3,65,2001,11,0,30
2,35,2013,5,0,25
1,65,1999,4,1,36
4,60,2017,10,0,42
3,70,2017,10,0,46
4,70,2002,4,0,37
1,70,2002,5,0,36
4,75,1988,14,1,30
4,80,2001,3,1,49
4,65,2009,6,0,37
3,80,2005,11,0,57
3,20,1987,5,1,9.3
3,60,2012,4,0,39
3,60,2013,4,1,47
3,70,2012,13,0,40
2,60,2000,10,1,30
2,65,2010,4,0,51
2,40,1977,6,1,20
2,65,2013,4,0,44
2,20,2007,5,0,16
2,85,2000,11,0,39
1,50,1989,3,1,30
1,70,2000,11,0,16
1,70,2001,4,1,43
1,65,2009,6,1,44
1,20,2016,6,0,21
4,20,2017,6,1,21
4,65,2018,14,0,41
3,65,2018,14,0,39
3,65,2018,14,0,41
2,60,1979,5,1,24
2,65,2018,11,0,43
1,50,1984,10,0,18
1,65,1999,9,1,40
4,85,2004,5,0,43
4,60,2014,5,1,40
3,75,2014,5,0,43
3,60,2014,5,0,35
4,65,1997,8,1,32
3,45,1996,9,1,26
3,65,1997,10,0,19
2,55,1984,9,1,24
2,75,1984,9,0,25
2,80,1989,7.340678303577355,1,31
1,65,1984,8,1,2.3
1,65,2009,12,0,31
3,40,1991,4,1,14
2,40,1980,5,0,8.6
4,55,1982,12,0,13
4,25,2018,6,0,21
4,55,1978,13,0,15
4,45,1988,4,1,24
4,20,1990,9,1,11
4,50,1982,12,0,17
3,25,2012,10,0,21
3,60,1998,11,1,39
3,50,2012,8,1,33
3,65,2002,5,0,36
2,35,2012,7,0,25
2,45,1981,10,0,13
2,45,1979,12,1,20
2,45,1979,12,1,19
2,50,2012,8,0,26
1,45,1978,11,1,19
1,70,2005,7,0,33
1,45,2000.5101766642038,4,1,22
1,50,2012,8,1,31
1,65,1981,12,1,32
1,45,1979,12,1,19
1,55,2002,5,0,32
4,30,1997,3,0,23
4,15,1990,6,0,11
3,65,1998,5,0,44
2,70,2005,3,0,48
2,20,2000.5101766642038,5,0,17
1,65,2005,3,0,47
1,70,2016,3,0,60
1,55,2004,6,1,34
1,70,2009,9,0,44
1,60,2014,2,0,53
1,60,2005,4,0,40
4,60,2014,7.340678303577355,0,36
4,60,1995,13,0,27
3,65,1995,9,1,31
2,60,1995,9,0,21
2,60,1995,9,1,33
1,60,2015,9,0,31
4,60,1996,1,1,39
4,50,1987,8,0,19
3,50,1986,6,1,25
3,15,1988,8,0,6.1
3,20,1985,1,0,6.7
3,55,2014,6,0,35
3,70,2014,3,0,43
3,15,2000.5101766642038,4,0,10
2,60,1998,4,0,32
1,60,2014,8,0,41
1,60,2000,6,0,26
4,65,1989,10,1,29
4,60,2012,6,0,34
3,55,1993,8,1,23
3,45,1977,4,1,25
3,45,1983,2,0,13
3,60,2011,5,1,44
3,40,1980,1,0,9.5
1,60,1989,10,1,30
4,15,1988,6,0,5.9
3,75,2002,8,0,32
2,50,1980,10,1,20
2,80,2017,8,0,68
1,75,2012,6,0,54
1,15,1988,8,0,8
3,60,1998,7,1,37
2,30,2008,8,0,17
1,65,2003,10,1,42
4,60,1995,3,1,32
4,40,1992,3,0,14
4,60,2008,12,0,40
3,40,1980,11,1,18
2,35,1980,11,1,18
2,20,2020,11,0,25
2,50,1998,2,0,29
2,70,2017,8,0,50
2,65,1990,9,0,32
1,15,1987,12,0,5.3
1,55,1995,3,1,31
1,15,1989,10,0,6.6
1,50,1983,9,1,19
1,70,2003,4,0,33
1,20,2020,11,0,26
1,70,2017,7,0,49
4,70,2016,12,0,50
4,60,1997,15,1,28
4,70,2016,12,0,55
4,55,1975,11,1,25
4,75,2015,12,0,50
4,55,1997,18,0,19
4,70,2016,12,0,51
3,65,2000,12,0,30
3,60,1997,15,0,22
2,70,2016,12,0,47
2,65,2016,12,0,42
2,70,2016,12,0,50
2,65,2016,12,0,49
2,80,2016,12,0,66
2,80,2016,12,0,68
1,70,1974,12,1,26
1,45,1987,15,1,17
1,65,2015,18,0,34
1,65,2016,12,0,50
1,65,1991,18,1,24
4,55,1991,18,0,8.6
3,55,1997,13,0,16
2,60,2015,18,0,35
2,50,2000.5101766642038,12,1,20
1,45,1989,16,0,12
4,20,1994,14,0,10
4,60,2016,8,1,43
2,30,1991,10,0,11
4,45,1990,16,0,16
4,20,2021,11,0,24
4,20,2021,11,0,24
4,20,2021,11,0,24
1,60,1982,9,0,20
1,15,1986,7,1,8.5
4,20,1988,7,0,7
4,80,1992,18,0,28
4,45,1992,9,0,25
3,85,1992,18,1,36
3,65,1997,9,0,31
3,50,1990,10,0,24
3,20,1988,4,0,9.5
3,20,2021,10,0,25
2,20,1989,2,1,14
2,60,2014,13,1,40
2,55,1979,4,1,32
2,55,1979,4,0,25
1,70,2006,3,0,50
1,25,1989,2,0,10
1,60,2006,3,0,51
1,60,1982,19,0,7.5
2,55,1989,7.340678303577355,0,11
4,70,1995,6,0,30
4,25,2007,4,0,19
4,70,2010,9,0,43
4,15,1988,9,0,6.5
4,85,2010,9,0,60
4,50,1989,11,0,19
3,20,1989,19,0,6.5
2,70,2010,9,0,45
2,70,2010,7,0,46
1,70,2020,8,1,42
1,55,1989,11,0,19
1,55,1995,6,0,24
2,50,1992,19,1,26
4,70,2005,13,0,53
4,75,1975,12,0,15
4,55,1995,6,0,34
4,60,2005,16,1,37
3,60,2000.5101766642038,5,0,42
3,65,2000,18,1,31
3,75,2015,20,0,44
3,50,2012,6,1,45
3,60,2005,6,0,41
3,70,2015,15,0,49
3,25,2007,10,0,21
2,55,1988,13,1,22
2,70,2007,14,0,33
2,55,1999,3,1,41
2,60,2016,14,0,41
2,70,2016,14,0,44
2,65,2000,14,0,31
2,75,2015,20,0,37
2,15,1988,9,0,7.5
1,15,1992,13,0,6.2
1,70,2015,15,0,45
1,15,1992,11,0,7.8
1,60,2016,15,0,34
1,75,2015,20,0,35
1,65,2012,6,0,53
4,40,1979,4,1,26
4,60,2003,10,0,27
3,55,1991,13,1,23
3,55,1991,13,1,30
3,55,2003,10,0,25
3,50,1995,7,1,25
2,60,1998,9,1,27
2,65,2014,14,0,39
2,50,1992,6,1,29
2,50,1994,12,1,27
1,55,2002,7,0,26
4,95,1988,9,0,30
2,40,1985,12,1,19
2,40,1990,12,1,22
1,60,1990,12,1,27
3,80,1997,7.340678303577355,0,22
2,60,1997,7.340678303577355,0,16
2,55,1995,13,1,28
3,70,2008,15,0,33
1,60,1988,15,1,29
4,75,2003,7,0,35
4,55,2018,8,0,30
4,60,1982,13,0,22
4,20,1990,15,0,5.5
3,50,1991,13,1,22
2,45,1990,15,1,14
1,75,2003,7,0,30
1,60,1995,10,0,25
3,65,2001,13,1,35
1,65,2017,13,0,39
2,50,1995,14,0,26
2,50,1984,14,1,27
1,50,2008,16,0,25
4,65,1991,11,0,24
4,25,2016,9,1,16
4,20,2017,12,0,21
4,55,2016,6,0,42
3,70,1993,11,1,33
3,65,2008,10,0,34
3,55,1995,8,0,24
3,55,1995,8,1,33
3,60,1995,1,1,33
3,55,1995,1,1,26
2,85,1988,4,0,22
2,50,1988,4,1,20
2,45,1986,14,1,16
2,65,2016,15,0,33
1,50,2016,6,0,32
1,50,2016,6,0,34
1,60,1988,4,0,24
1,60,1986,2,0,24
1,25,2019,3,0,27
1,55,1995,8,0,22
1,50,1988,13,1,20
2,70,2005,15,1,39
2,90,2000.5101766642038,13,0,34
2,90,2005,13,0,34
1,70,2005,15,1,40
3,55,2004,10,0,20
3,60,1997,7,1,44
3,55,2004,10,1,28
2,75,2000,8,0,31
1,55,1997,7,1,30
1,75,2000,8,0,29
4,80,2002,8,0,43
3,60,1994,12,0,24
3,50,1995,11,1,28
3,60,1994,12,1,29
2,20,1990,18,0,6
2,60,2007,7,0,32
1,50,1994,12,0,22
2,65,1995,14,1,37
1,60,2009,4,1,39
1,55,2002,7,0,30
1,65,2018,3,0,44
3,65,2001,11,0,41
4,65,1999,13,1,37
2,70,2006,16,1,39
1,65,1999,13,0,24
2,30,1994,15,0,15
1,65,2012,7.340678303577355,0,26
2,70,2006,16,0,32
1,85,1997,5,0,38
4,70,1999,13,0,39
4,55,1998,15,0,27
4,65,1977,13,1,38
4,60,2000,15,0,37
3,30,1994,14,0,16
3,70,2009,20,0,38
3,75,1999,13,0,33
2,70,1997,9,0,38
2,65,1994,14,0,31
2,75,1999,12,0,41
1,65,1994,13,1,33
3,65,2009,11,0,33
4,70,2016,4,1,43
3,55,2015,8,0,34
2,50,2015,8,1,34
2,65,2014,5,0,35
2,55,2015,8,0,31
4,65,2006,7,0,43
4,65,2010,4,0,37
4,75,2016,3,0,47
4,65,2010,4,0,21
3,70,1974,4,0,25
2,80,2015,2,0,44
2,40,1973,3,1,20
2,65,2001,2,1,38
2,60,2003,3,1,38
1,65,2001,2,0,38
1,60,2000.5101766642038,2,0,20
1,60,1998,10,1,36
4,80,1986,9,1,40
3,45,1989,2,0,26
3,50,1988,1,0,28
3,80,1989,2,0,37
2,80,2001,14,0,33
2,65,1988,1,1,40
2,50,1988,1,1,30
1,65,1994,10,1,53
1,80,1986,9,0,24
2,80,2000.5101766642038,21,0,33
1,75,2005,14,0,39
1,70,2000,19,0,28
4,50,2016,8,0,35
4,65,2012,3,0,50
3,70,2008,11,1,40
3,65,2005,8,0,39
3,65,1999,9,1,39
2,80,2003,6,1,49
2,65,2012,3,0,44
2,65,2007,6,0,39
1,65,2003,6,0,24
1,55,2017,4,0,40
4,75,2002,16,0,39
4,75,2002,18,0,38
1,85,2002,21,0,46
4,55,2001,13,1,34
3,65,2008,7.340678303577355,1,41
3,55,2001,13,0,21
3,75,2002,18,0,28
3,60,2000.5101766642038,15,0,44
2,55,1996,20,0,25
1,65,2002,18,0,30
1,65,1993,13,1,39
4,65,2015,3,0,54
4,25,1976,10,0,8.5
4,75,1999,3,1,60
4,25,1977,9,0,8.8
4,65,2015,1,0,65
4,60,1992,14,1,40
3,65,2015,3,0,53
3,60,1992,14,0,27
3,70,2002,1,0,41
2,35,1976,12,0,11
2,65,1995,11,0,33
2,55,1974,13,1,36
2,85,2005,8,0,45
2,65,2006,8,0,39
2,60,2003,8,1,47
1,25,1977,9,1,9
1,50,1978,5,1,27
1,75,2007,3,0,55
1,60,1984,8,1,30
4,65,2000,14,1,48
4,60,1976,14,1,34
4,30,1984,13,0,14
3,110,2000.5101766642038,12,0,36
2,85,1984,9,0,26
1,60,1984,9,1,32
1,40,2009,15,0,30
1,55,1974,10,1,31
1,55,2006,8,0,34
1,70,2006,19,0,27
1,70,2008,20,0,36
2,65,1997,14,0,27
1,50,2000,7.340678303577355,0,25
2,75,2007,10,0,52
4,90,1986,6,0,34
4,55,2005,10,0,35
4,60,1976,9,1,34
4,65,2015,9,1,50
4,70,1996,5,0,42
4,65,2016,8,0,63
4,60,2000,11,0,44
4,75,2019,8,0,64
3,75,2000,11,0,47
3,70,1997,10,1,49
3,65,2000,11,0,45
3,60,2005,10,0,40
3,90,2002,10,1,58
3,70,2001,4,0,54
3,65,2013,4,0,57
3,65,2011,4,0,52
3,65,1983,6,0,28
3,40,1985,6,0,16
3,85,2008,18,0,50
3,70,2014,11,0,47
2,70,2016,7,0,57
2,70,2000.5101766642038,8,0,56
2,70,2000.5101766642038,8,0,58
2,60,1976,4,1,28
2,70,2011,6,0,44
2,80,1983,8,0,31
2,65,2000.5101766642038,4,0,55
2,40,1979,3,0,20
2,80,1986,6,0,42
2,60,1980,12,0,25
2,40,1985,6,0,22
2,70,2019,8,0,62
2,70,2015,9,0,64
1,70,2016,8,0,56
1,65,2016,8,0,54
1,70,2016,8,0,32
1,60,1986,5,1,44
1,80,2004,7.340678303577355,0,36
1,60,2000.5101766642038,9,1,30
1,60,1989,7,1,42
1,60,1976,4,1,32
1,75,2000,11,0,45
1,60,1989,7,1,43
3,80,1999,9,0,43
4,70,2005,6,0,42
4,55,1977,5,1,30
4,85,2004,2,1,70
3,25,2007,5,0,21
3,10,1988,6,0,6.5
3,15,1988,6,0,10
3,70,1998,6,0,34
2,25,2007,6,0,21
1,25,2000.5101766642038,6,0,20
1,25,2007,5,0,24
1,55,1996,6,1,37
4,55,2014,9,0,32
3,70,2016,9,0,40
3,60,2017,9,0,44
2,80,1998,3,1,39
2,65,1993,10,1,34
1,65,2014,9,0,38
2,65,1995,6,0,35
3,70,2000,14,0,33
2,70,2014,14,0,36
2,60,2011,15,0,34
4,65,2011,16,0,46
4,50,1978,2,0,20
4,55,1981,2,0,24
4,60,1981,2,1,35
4,55,1995,12,0,23
4,75,2001,7,0,39
4,45,1973,15,1,24
3,60,2003,12,1,37
3,25,2006,7,0,21
3,60,2006,5,1,50
3,65,1988,10,1,35
3,70,2011,11,0,40
3,50,1973,15,1,23
3,65,2001,6,0,36
3,55,1981,2,1,32
3,60,1981,3,0,23
3,60,2001,7,0,36
3,65,2006,8,0,31
3,65,2001,7,0,37
3,55,1978,2,0,25
2,50,2000,3,0,32
2,60,1997,6,1,38
2,55,1981,2,0,26
2,45,1973,15,0,16
2,65,2001,8,0,35
2,50,2019,9,0,43
2,45,1973,15,0,14
1,50,2012,3,0,40
1,75,2011,16,0,43
1,50,1978,2,1,31
4,40,1973,7,0,12
3,60,2005,8,0,27
2,55,1973,7,1,28
2,15,1990,5,0,8
4,65,2015,11,0,47
4,55,2001,11,0,34
3,65,2017,12,0,50
3,65,2015,11,0,38
3,70,2015,12,0,48
1,55,1995,6,0,25
2,35,1974,6,0,16
2,55,2012,13,0,39
4,60,2001,10,0,26
4,40,2000.5101766642038,5,0,29
1,70,2015,6,0,43
4,15,1993,6,1,14
4,65,2000,14,1,42
4,70,2016,10,0,53
4,35,2000,1,0,24
4,50,1980,6,1,28
4,65,2002,18,0,24
3,65,2016,10,0,54
3,80,2000,14,0,38
3,65,2000.5101766642038,5,0,53
3,65,1997,7,1,48
3,70,2005,4,0,47
3,70,2012,10,0,42
3,15,1993,6,1,9.2
2,60,1999,7,1,43
2,65,1998,9,0,39
2,70,1988,6,1,32
2,70,2002,18,1,38
1,65,2016,8,1,52
1,75,2000,1,0,53
1,65,1977,8,0,25
1,60,2000.5101766642038,9,0,36
1,65,1985,14,1,33
1,80,2010,16,1,50
1,65,1997,7,0,34
1,75,1988,7,0,31
4,60,1980,8,1,32
4,55,2015,3,0,46
4,65,2000.5101766642038,9,1,40
3,75,1996,6,0,43
3,60,1980,8,0,36
3,70,2000.5101766642038,8,0,39
2,70,1984,15,1,35
2,85,1999,3,0,54
2,65,2005,8,0,39
1,85,2012,5,0,69
1,70,1980,9,1,38
4,65,2017,18,0,45
2,65,1985,20,1,28
2,50,1974,14,1,25
1,70,1989,16,0,19
1,65,2017,18,0,43
1,70,2018,7.340678303577355,0,51
3,75,2013,15,0,45
3,75,2008,16,1,40
1,65,2000.5101766642038,7.340678303577355,1,29
4,60,1999,11,1,42
3,70,2005,19,1,40
2,40,1988,15,0,15
2,55,2003,9,0,33
1,60,2009,16,0,35
1,80,1999,6,1,50
1,60,1996,9,1,42
4,75,1995,14,0,33
4,60,1995,14,1,35
4,65,2001,15,0,36
3,80,2001,16,0,39
2,15,1991,12,1,11
2,65,2007,19,0,29
4,70,1999,16,0,38
3,65,2016,18,0,42
3,75,2004,16,0,37
3,75,1998,20,0,31
2,70,1996,16,0,35
2,65,1979,7.340678303577355,1,35
2,65,1977,7.340678303577355,1,35
1,75,1980,7.340678303577355,0,31
4,65,1979,7.340678303577355,1,27
4,75,1996,16,0,34
3,65,1995,18,0,30
3,65,2002,21,0,39
3,70,1996,16,0,39
2,65,1995,18,1,32
4,80,2013,10,0,49
4,65,1997,10,0,29
3,75,2015,3,0,71
3,35,1985,1,0,18
1,40,2008,5,0,25
4,65,1994,6,0,28
4,65,2015,10,0,43
4,65,2015,10,0,42
4,65,2008,5,1,30
3,60,1980,18,1,27
3,65,2014,8,0,38
2,70,2020,7,0,53
2,70,2014,8,0,47
2,65,2002,13,1,39
1,60,1980,15,0,16
1,60,2015,10,0,39
2,65,2006,14,0,26
1,65,2006,14,0,37
4,30,2008,12,0,22
3,75,1998,14,0,34
3,70,2012,10,0,47
3,65,1998,7.340678303577355,0,7.1
2,85,1995,20,0,19
4,45,2019,3,0,48
2,75,2018,2,1,65
2,70,2018,2,1,70
1,70,1998,4,1,37
1,15,1991,14,0,4.4
4,70,1974,2,0,9
3,65,1974,3,1,19
3,65,1974,3,1,21
3,70,1974,3,1,20
3,65,2011,5,0,26
3,60,1976,2,1,22
3,70,1999,5,0,19
2,65,2017,4,0,4.5
1,50,2017,4,0,34
1,65,2011,5,0,24
1,50,2017,4,0,35
1,65,2017,4,0,43
4,70,1987,12,1,25
3,80,1991,10,1,25
3,15,1989,9,1,37
2,60,1994,9,0,12
2,20,1991,10,1,4.6
1,15,1989,13,1,2.8
4,70,2006,2,0,25
4,65,2006,2,0,20
2,65,2006,2,1,25
2,65,2009,11,0,22
4,20,1987,11,1,0.54
3,15,1987,12,0,0.5
3,55,1997,19,0,16
2,15,1987,12,0,0.51
1,15,1987,11,0,0.5
1,85,2001,14,0,26
1,15,1987,12,0,0.5
4,70,2010,21,0,27
3,75,2010,21,0,28
3,20,1993,20,0,3
1,70,2010,21,0,24
4,75,1983,8,1,26
3,50,1976,15,0,8.9
3,70,1976,15,0,9
2,75,1983,13,0,12
3,55,1976,7,0,13
2,55,2000.5101766642038,6,1,11
3,80,2003,10,1,33
4,90,1996,19,0,22
3,115,1996,15,0,25
2,85,1996,16,0,21
2,80,1994,10,1,21
1,80,1994,11,0,22
3,70,2001,20,0,21
4,60,1995,12,1,23
3,15,1992,13,0,2.8
4,70,2007,13,0,26
4,55,1972,9,1,12
4,45,1987,4,1,13
4,55,1972,9,1,17
3,60,1972,9,1,11
3,60,2000.5101766642038,6,0,9.8
2,55,1972,9,0,7.5
2,45,1987,4,1,14
1,65,2016,3,0,30
1,55,1972,9,1,12
4,95,2000.5101766642038,16,0,26
2,80,2009,16,0,22
2,80,1989,13,1,13
1,75,1989,12,1,14
1,80,1989,13,0,5.4
1,70,2000,19,1,20
2,55,1979,6,0,5.3
4,15,1987,6,1,3.2
3,80,2000.5101766642038,11,0,30
3,15,2000.5101766642038,11,0,4.3
3,70,2015,10,0,40
3,70,2015,10,0,42
3,70,2011,8,0,40
2,60,1974,6,1,15
2,60,1974,9,1,16
2,70,2010,1,0,70
1,70,2015,10,0,37
1,70,1999,10,0,25
1,60,2010,0,0,50
1,60,1974,6,0,7
1,65,2001,9,1,36
1,80,2010,3,0,80
1,80,2004,6,0,41
1,100,2004,11,0,33
3,20,1992,7.340678303577355,0,2.8
4,65,1970,4,0,3
4,50,2021,2,1,35
4,50,2021,2,0,36
4,15,1985,10,1,4
4,65,1998,9,0,18
4,50,2021,3,0,36
4,50,2021,3,0,35
4,50,2021,2,0,35
3,65,1970,5,1,18
3,55,1996,2,1,28
3,50,2021,2,0,35
3,45,2021,2,1,36
3,50,2021,3,0,35
2,35,1970,5,0,5.3
2,65,1970,5,1,16
2,15,1985,10,0,2.9
1,65,1970,4,1,10
1,60,1970,5,1,13
1,70,1996,10,0,18
4,80,2000,19,0,22
3,60,1995,19,1,26
3,60,1995,20,0,13
4,60,1997,7.340678303577355,0,15
1,85,1995,11,0,24
1,20,2009,7,0,19
1,55,1995,7.340678303577355,0,12
3,70,1991,6,1,25
3,65,1999,4,0,38
3,50,1991,6,0,17
3,70,1995,8,1,25
2,75,1999,5,0,28
2,15,1992,6,0,4
2,75,1991,7,1,29
1,65,2000.5101766642038,4,0,23
1,90,1991,6,0,20
4,85,1999,11,1,39
4,65,1981,4,1,20
4,70,1999,11,1,29
4,80,1981,4,0,15
4,75,1995,15,1,28
3,75,2006,16,0,24
3,70,1999,10,0,30
2,60,1996,14,1,22
2,70,1987,3,0,18
1,95,1981,6,1,19
1,75,1995,12,1,25
4,70,2008,9,1,29
3,65,2007,15,0,24
3,70,2006,6,0,24
2,65,2006,6,0,19
2,60,1995,12,0,7.5
2,85,1996,7.340678303577355,0,11
4,65,2014,6,0,37
1,15,1989,10,0,2.4
3,70,2004,11,0,30
3,50,1973,10,1,9
3,80,2000,14,1,35
2,50,1973,9,0,8.3
1,50,1973,9,1,13
4,60,1974,4,0,7
4,60,1974,4,1,15
3,65,1998,4,0,21
2,85,1998,9,1,33
1,50,1973,10,1,12
1,60,1999,7,1,29
4,85,1987,18,1,29
1,60,1981,17,1,16
4,55,1978,1,0,17
3,65,1978,1,0,19
2,70,1978,1,0,18
1,50,1978,1,1,7.8
4,55,1973,6,1,14
3,65,2003,18,0,21
2,70,2003,21,0,17
1,65,1973,9,1,14
1,85,2001,5,0,32
1,80,1987,14,1,17
4,70,2014,13,0,30
4,60,2000,3,1,29
4,80,1991,5,0,20
4,70,1993,13,1,27
3,70,1990,6,0,26
3,110,2010,6,0,47
3,80,2010,6,0,38
2,95,1995,19,0,17
2,80,1997,13,1,28
2,95,1993,13,0,22
2,120,2010,8,0,52
1,60,2014,9,1,18
1,115,1995,14,0,26
1,60,1993,7,1,20
1,110,1992,13,1,24
1,80,1997,13,0,23
4,80,2009,13,1,39
3,105,2004,8,1,42
1,95,2004,9,0,36
3,80,2004,6,1,38
3,60,1997,14,1,27
2,75,2014,5,0,32
1,55,2019,9,0,28
1,60,1997,15,0,15
1,70,1986,16,1,24
4,95,1982,15,0,14
3,80,1982,15,1,17
1,80,1982,15,0,13
4,90,2003,15,0,32
4,65,2008,7,1,29
3,60,1994,14,1,18
2,90,2003,18,0,27
2,70,2001,9,0,23
2,90,2003,15,0,34
1,80,2006,9,0,28
1,60,1998,16,0,13
4,65,1999,14,0,21
4,80,2008,14,0,31
4,80,1985,13,0,20
3,55,1995,11,1,15
3,80,1985,10,0,15
3,75,1985,13,0,12
2,110,1985,14,0,22
2,55,1995,11,0,14
2,95,1986,16,0,23
2,85,1985,13,0,24
1,55,1995,11,1,13
1,80,1985,12,1,22
1,85,1986,13,1,27
3,65,2012,8,0,33
2,20,2007,10,1,19
1,55,1995,11,0,15
4,65,2006,9,0,25
4,115,2000,13,0,43
3,110,2000,12,0,45
2,85,1999,15,0,25
1,85,2008,15,0,25
4,45,1973,8,1,16
2,65,2009,10,0,26
2,40,2013,4,0,31
2,60,1980,3,1,23
2,65,1980,3,1,23
1,70,2015,3,0,43
1,65,1997,3,0,20
1,15,1987,7,0,2.8
3,15,1993,13,0,3.8
3,65,1973,3,1,13
3,65,1998,2,0,27
2,15,1985,3,0,2.2
2,55,1973,3,1,18
4,15,1991,16,0,9
3,15,1991,16,0,0.9
3,15,1991,17,0,1
1,15,1991,17,0,2.6
4,75,2001,9,0,26
3,15,1984,12,1,4
3,55,1997,7,0,21
1,15,1984,10,0,5
1,15,1984,12,0,4
1,65,1999,10,0,19
1,15,1984,12,0,1.9
4,40,1989,14,1,18
3,50,1989,13,1,20
4,75,2004,11,0,29
3,55,2005,13,0,26
3,25,2010,11,0,17
2,20,2010,11,0,13
2,20,2010,11,1,17
2,65,2014,10,1,41
2,65,2001,10,1,29
1,20,2010,11,0,18
1,60,2019,11,1,35
1,65,2014,10,0,29
3,15,1989,12,0,2.5
1,15,1989,12,0,2.9
4,15,1989,9,0,9.8
4,25,2019,8,0,17
4,50,2001,6,1,27
3,50,2001,6,1,24
3,50,2001,7,0,24
3,45,2014,9,0,22
3,50,2001,6,0,23
3,75,2003,8,0,28
3,80,2003,9,0,36
2,75,2003,9,0,33
2,20,1989,9,0,11
1,50,2001,6,1,24
1,70,2001,5,0,27
2,60,2000,4,0,27
4,20,2017,6,0,23
4,95,2008,11,0,84
4,40,2001,7,1,32
4,50,2008,10,0,45
3,65,1999,6,0,43
3,70,1999,6,0,48
3,65,2003,3,0,48
3,20,2015,10,0,16
2,70,1999,6,0,39
2,70,1999,6,1,53
2,75,2016,2,0,87
2,70,1999,7,1,53
2,55,1999,6,0,36
1,70,2016,2,0,89
1,65,2001,7,0,40
1,65,2008,12,0,37
1,55,2008,12,0,43
4,75,1983,18,0,15
4,70,1997,15,0,17
4,65,1995,14,0,15
2,75,1984,20,1,14
1,75,1984,19,1,13
1,60,1995,14,0,17
4,80,1999,17,1,28
3,45,1988,16,0,9.5
3,70,1999,17,0,17
2,55,1996,13,0,19
2,65,2007,10,0,19
2,45,1988,16,0,7.5
2,65,2007,9,0,18
1,65,2005,14,0,6.9
1,70,1992,10,1,22
1,70,1999,4,0,25
4,45,1971,8,0,6.8
4,45,1971,3,1,13
4,45,1971,5,1,6
3,45,2000.5101766642038,5,0,6.5
3,45,1971,8,0,8
3,75,2008,1,0,46
3,45,1971,6,1,12
2,45,1971,8,0,7.7
2,45,1971,7,0,7
1,70,2008,1,1,39
4,70,2002,6,0,22
3,50,1989,9,1,17
3,65,2002,6,0,15
2,50,1989,9,1,12
1,55,1994,8,0,12
1,50,1985,8,1,22
1,60,1997,4,1,20
3,50,1966,7,1,11
3,60,1966,7,0,9
1,50,1966,10,0,6.8
1,50,1966,9,0,4
1,75,2009,6,0,39
4,50,2002,8,1,44
4,90,2008,6,0,86
3,25,2020,8,0,28
3,25,2020,8,0,27
3,25,2020,8,0,28
3,25,2020,8,0,30
3,25,2020,8,0,28
3,25,2020,8,0,28
3,25,2020,8,0,28
3,25,2020,8,0,27
3,25,2020,8,0,32
2,25,2020,9,0,32
2,25,2000.5101766642038,9,0,24
2,25,2020,8,0,27
2,35,2015,5,0,27
2,25,2020,8,0,28
2,25,2020,8,0,25
1,25,2020,8,0,26
1,25,2000.5101766642038,9,0,32
2,15,1991,10,1,5.4
4,70,1988,4,1,22
3,60,2000.5101766642038,5,0,18
2,15,1991,8,0,2.8
2,65,2000.5101766642038,11,0,17
4,70,2000.5101766642038,12,0,53
3,65,2000.5101766642038,12,0,44
4,20,2021,10,0,24
4,105,1994,16,0,38
4,20,2021,10,1,25
3,65,2002,8,0,41
3,20,2021,10,0,24
3,55,1997,9,1,40
1,60,1994,16,1,30
1,55,1997,9,0,27
2,65,2012,13,0,29
4,40,1972,15,0,8.5
4,15,1990,9,1,5.4
4,60,1998,9,0,28
4,65,2015,10,1,53
4,20,2009,7,0,17
3,15,1983,9,0,5
3,60,1990,20,0,19
3,60,1996,12,1,35
3,15,1990,9,0,10
3,20,2013,7,0,16
3,15,1983,9,0,5
3,15,1992,10,1,13
3,20,1992,10,0,6.7
3,40,2012,8,0,28
2,60,1995,8,1,38
2,55,2006,6,0,39
2,25,2020,10,0,28
2,70,2012,16,0,30
2,20,1972,15,0,5
2,65,2018,10,0,57
2,75,2018,9,1,70
1,65,1996,12,1,32
1,25,2020,10,0,29
1,60,1996,7,1,39
1,20,2013,7,1,18
1,15,1985,12,0,4.7
